172512	25675011	80.7227195405203	Zubatého
172512	300107261	74.44450007917354	Štefánikova
172512	109901443	25.45963285778025	Štefánikova
172514	1235949539	18.991190456455627	Újezd
172514	12439698422	83.6487749003124	náměstí Kinských
172514	1838549219	7.8202751554231735	Rošických
172514	300107263	122.45423114923832	náměstí Kinských
172517	2100509959	115.49988991434743	Vítězná
172517	25674495	59.223006567238826	Vítězná
247746	25935957	70.50731856403189	Štěpánská
247746	25935948	57.550773227719304	Žitná
247746	32438433	73.37547906418729	Štěpánská
247749	4700724579	47.34772255396801	Smetanovo nábřeží
247749	21266471	141.03775568438076	Křižovnická
247751	13038950161	6.997695601557286	Křižovnická
247751	21266467	339.5464169439301	Mánesův most
247751	25685248	71.87657300037476	17. listopadu
247753	60795197	23.853981651918836	Pod Bruskou
247757	7726237890	91.60398955493963	Badeniho
247757	7726237899	11.230714508484224	Milady Horákové
247759	4323267352	87.80246847324645	Chotkova
247773	309312496	98.61400270451021	Bubenské nábřeží
247775	29049618	203.86821017965752	U Průhonu
247775	9821070383	204.07202886997632	Argentinská
249750	10312165439	46.77469057670109	Slévačská
249750	25240072	661.8432496670177	Chlumecká
249750	1274140414	18.636703243682526	Slévačská
249762	415861872	18.304042827970612	Hloubětínská
249762	320982288	124.27170009539914	Hloubětínská
249762	75713533	271.4200100787807	Poděbradská
249840	292563476	76.37876934136713	Kolbenova
249840	249905	356.5295220239348	Kolbenova
249879	110948868	49.1313897340677	
249879	110948831	29.358919614980056	Čakovická
249879	110948841	55.19757106721729	Čakovická
249905	60001626	70.1103238375442	Zálužská
249905	75713669	133.85461698118561	Zálužská
249905	249906	398.5264556431655	Kolbenova
249905	249840	356.5295220239348	Kolbenova
249906	21456270	229.00157635917623	Kolbenova
249906	249905	398.52645564316555	Kolbenova
249906	30565933	105.13257922735829	Slévačská
250816	26804552	89.41478741902505	Etiopská
250816	60795719	416.476452876825	Evropská
250816	21312486	17.367814991455184	
250821	21312484	15.5786582422757	
250821	26799392	142.41956282800584	Evropská
250821	26804664	31.80770284219011	U Dejvického rybníčku
250861	26783430	128.7179009139744	Evropská
250862	251964	30.65547740172483	Vítězné náměstí
251237	25240103	11.882536418689087	Cíglerova
251237	7581334881	224.20525259210177	Broumarská
251237	25638976	131.73541598768807	Cíglerova
251239	1576210172	228.66642401783093	Volkova
251239	251918	278.52047498664786	Cíglerova
251239	1576210177	155.37318928348566	Cíglerova
251242	1576210156	144.1190778316288	Pospíchalova
251242	1576210162	143.74282488523036	Pospíchalova
251504	26050985	385.0533487530568	Bělohorská
251504	8372979163	19.867891004426333	
251813	251855	40.830173694017255	Bojčenkova
251813	251242	107.96297063528635	Bojčenkova
251854	1576210173	40.529411495130205	Paculova
251855	251813	40.830173694017255	Bojčenkova
251918	1410761621	298.0207623233519	Cíglerova
251918	251239	278.52047498664786	Cíglerova
251918	1576210172	369.69863164195186	Pospíchalova
251960	25691923	67.63220160490067	Jugoslávských partyzánů
251960	9525411551	23.061333145134284	Vítězné náměstí
251962	251960	34.14906057677052	Vítězné náměstí
251964	25692471	84.44718134931364	Svatovítská
251964	1541956041	15.526423580321454	Vítězné náměstí
251966	25950348	141.17848573510696	Jugoslávských partyzánů
251967	25691908	79.67476381446951	Vítězné náměstí
251967	251962	74.15419495919116	Československé armády
251973	4692846183	14.16906078149532	Československé armády
251973	60952010	22.837169350741455	náměstí Svobody
251974	251975	128.30112396231507	Československé armády
251974	25692337	123.39934712927837	Eliášova
251974	25691703	106.45275318633354	Eliášova
251974	1033069359	71.2454393188828	Československé armády
251975	21679632	108.83884831372488	Československé armády
251975	25691716	108.5020635848289	Bubenečská
251975	25692334	101.28177340236826	Bubenečská
251975	251974	128.30112396231505	Československé armády
251977	7990934379	11.650727081050448	Pelléova
251977	25950214	19.794804284606343	Pod Kaštany
251982	1016368406	11.322923249878762	U Vorlíků
251982	25949916	79.21387643047106	U Vorlíků
251982	251983	163.1632248762062	Pod Kaštany
251983	25949924	89.07767274674538	V Tišině
251983	1033069480	11.932479070748009	V Tišině
251983	251986	214.75517719376478	Pod Kaštany
251986	9457926373	27.668358245694918	Ukrajinských hrdinů
251986	25949901	127.70679864135602	náměstí Borise Němcova
251986	1033069480	228.40243387324662	Pod Kaštany
251986	9457926371	28.84804711409683	Na Zátorce
252003	296153613	855.4338493644714	Málkovská
252003	12637266259	791.5795651990633	Černokostelecká
252028	9103365662	49.78068674598429	Za Křížem
252028	3440419508	199.48989776376925	Kutnohorská
252028	2685359858	565.4105562090106	K Měcholupům
252028	55495827	186.48082641695567	Kutnohorská
252031	36257793	156.76053471484494	Ke Školce
252031	30582363	91.0077145285651	Kutnohorská
252031	36257792	72.81130623465276	Kutnohorská
252035	244010555	8.589675879054578	Černokostelecká
252035	4964326300	270.96393325936026	
252059	1838099511	1013.6323570415299	Rozvadovská spojka
252082	262614247	147.6304826329064	Českobrodská
252082	30363076	139.9115799380323	Českobrodská
252082	30569250	60.320482149006736	Hamerská
252084	243774919	60.52760586638654	Travná
252084	30570891	153.9827722156811	Českobrodská
252084	1320858090	567.0754995094707	Českobrodská
260801	260803	90.27763171707753	Blatská
260801	1259523535	136.5626345201618	Skorkovská
260802	3743313671	95.83958754658651	Ocelkova
260802	1259523535	275.3176242088093	Skorkovská
260802	171507155	331.227922703071	Skorkovská
260803	9144064737	85.2153051668569	Blatská
260803	260801	90.27763171707753	Blatská
260804	260803	142.56637730899243	Koclířova
260804	514905	106.12085510732673	Kačínská
260804	7595561159	80.21116907502882	Kačínská
260804	7782981	142.6732244237944	Koclířova
260805	7782985	27.536358361238587	Kačínská
260805	260806	49.41043221663628	Skorkovská
260805	260801	144.02332250032396	Skorkovská
260806	7782985	55.000303389529726	Vodňanská
260806	260805	49.41043221663628	Skorkovská
260806	5485796953	116.95174296035434	Vodňanská
260807	57904767	313.81655407119786	Za železnicí
260807	181655577	25.394981926503366	Budovatelská
260807	57905823	37.57728439230923	Budovatelská
260808	57911201	178.86059377283715	Za Školkou
260808	57915953	87.10333699893582	Trabantská
260808	57910238	68.80916538789249	Budovatelská
260808	171321137	125.29488602235023	Trabantská
260810	61311707	149.92413231171957	Hornopočernická
260810	171577771	247.78685089082458	Hornopočernická
260815	260810	204.99862981333732	Drahotická
260815	61311707	123.7714808898638	Valdická
260819	57914508	1242.0970408116655	Vinořská
260819	878807476	219.83492439829175	Mladoboleslavská
260819	241780809	1323.422789349572	Mladoboleslavská
483391	1410761615	18.613007787868785	Breitcetlova
483391	1826150993	13.795708442055133	Bryksova
483391	483414	134.38795094019312	Ocelkova
483402	483407	78.46454534321576	Vajgarská
483402	30565775	76.79433512738866	Vajgarská
483402	30565778	188.26509842431403	Sklenská
483402	1410764429	125.0413289110763	Sklenská
483406	483409	137.13300850766282	Vajgarská
483406	483407	57.459950736692704	Vajgarská
483406	30295095	94.98688301572732	Tálínská
483407	483402	78.46454534321576	Vajgarská
483407	483406	57.459950736692704	Vajgarská
483407	1685214221	51.36342537756359	Želivská
483409	30022889	511.33683146238866	Broumarská
483409	1410764406	238.20176297513387	Broumarská
483409	483406	137.13300850766282	Vajgarská
483414	473497524	11.301553067561214	Cíglerova
483414	483415	82.41848665276373	Ocelkova
483415	473497530	56.05899769811809	Ocelkova
483415	25269089	61.63728157997028	
483415	473497528	31.63326140866963	Ocelkova
483422	30022889	33.921485578079576	Broumarská
483422	30295511	229.66626849023777	Broumarská
483424	30022389	149.49766118217136	Broumarská
483424	30569102	51.597866805610536	Rožmberská
483424	30295511	134.6400926978735	Broumarská
483434	1628479851	16.00166792379378	Černokostelecká
483434	1262223904	33.21900153054207	Průmyslová
514905	260804	106.12085510732673	Kačínská
683497	208476320	12.051673792287437	Na Strži
683497	245804377	95.92119369308418	Na Strži
683497	208475719	194.7270137914323	Olbrachtova
683508	2554471820	270.4726469191223	5. května
683508	2554471805	190.8586700938139	
683514	683519	310.41174522038796	Türkova
683519	25968968	46.70495481082218	Türkova
683519	25968981	309.5729487934618	
683528	703331	10.35544783909775	Květnového vítězství
683528	683530	368.3928389837851	Türkova
683530	683531	42.79596168110564	Litochlebské náměstí
